query_id,query_text,gold_intent,rank,similarity_score,relevance_score,retrieved_customer,retrieved_support
198,This was supposed to be a gift and the entire plan went for a toss. I will thing twice before booking anything in Amazon going forward.,booking_or_travel,2,0.2023,1,my order was supposed to be shipped yesterday wtf going on,@159020 I'm sorry! Sometimes items can take a little longer to process before they're shipped. Let us know if it's delivered late! ^TK
198,This was supposed to be a gift and the entire plan went for a toss. I will thing twice before booking anything in Amazon going forward.,booking_or_travel,3,0.193,1,"Yes unfortunately, it was supposed to be delivered today.","@225830 Alexis, I'm sorry your birthday surprise was ruined. Has a carrier and tracking number been assigned? Did the new update provide a reason for the delay? ^SY"
198,This was supposed to be a gift and the entire plan went for a toss. I will thing twice before booking anything in Amazon going forward.,booking_or_travel,4,0.1806,1,This was supposed to be delivered yesterday and we don't know what's happened. We payed extra for next day too.,@146405 Oh no! I am sorry to see that this has happened. Were you advised a reason for the delay in your email?^HS
198,This was supposed to be a gift and the entire plan went for a toss. I will thing twice before booking anything in Amazon going forward.,booking_or_travel,5,0.1782,1,Description says it was supposed to be fulfilled by Amazon,@165799 Please contact us directly via phone or chat here: https://t.co/hApLpMlfHN ^NC
39,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account,refund_or_compensation,1,1.0,2,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account.,@126321 Usually it will take 3-5 business days for the refund to be reflected in your bank account as per the bank's regulations. ^SU
39,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account,refund_or_compensation,2,0.2266,1,Amazon did something to my bank account spirit,"@148261 I'm sorry to hear about this! Without giving account or personal information, could you please let us know more details about the situation? ^MW"
39,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account,refund_or_compensation,3,0.2072,1,amazon japan still hasn’t verified my bank account and i’m getting STRESSED,"@120091 We can't confirm your account details via Twitter, so please contact JP Customer service at: https://t.co/J6YEizo6qC TN"
39,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account,refund_or_compensation,4,0.2038,1,I don't want to Bal to credit in my account I need Amazon pay balance the refund has initiated on 3 Oct but yet not credited,@192558 using this link : https://t.co/GIJyeYqKE0 and we'll get this resolved at the earliest. Request you to wait till we get back.[2/2^SK
39,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account,refund_or_compensation,5,0.2018,1,Dear my order #407-7208892-2195534 is suppose to deliver by 31 Oct 2017... Still not received...,@120226 I’m sorry about the issue you’re facing with delivery. Let us look into it. (1/3)^HR
25,Hey what is going on with your provider ? I’ve ordered 5 things and 4 of them have been delayed. Ordered a Prime on 3 of them. On is now 7 days late...should have just bought it at the store,delivery_or_delay,1,0.3509,1,what is going on with your algorithms?? 🤔,@145903 Thank you for flagging this! We have forwarded this issue to the concern team to get it rectified. ^SF
25,Hey what is going on with your provider ? I’ve ordered 5 things and 4 of them have been delayed. Ordered a Prime on 3 of them. On is now 7 days late...should have just bought it at the store,delivery_or_delay,2,0.2774,1,what is going on,@175399 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS
25,Hey what is going on with your provider ? I’ve ordered 5 things and 4 of them have been delayed. Ordered a Prime on 3 of them. On is now 7 days late...should have just bought it at the store,delivery_or_delay,3,0.2284,1,Ordered 3 things all at same time and I only received two of them. 😤,"@205572 I'm sorry to hear the apron didn't arrive! Was it listed as shipping separately, or in the same box as your other items? ^BH"
25,Hey what is going on with your provider ? I’ve ordered 5 things and 4 of them have been delayed. Ordered a Prime on 3 of them. On is now 7 days late...should have just bought it at the store,delivery_or_delay,4,0.2211,1,What is going on with voice recognition? It's gotten 1 of the last 8 shopping list items right. One!,"@171992 Hey, Geoff, have you done voice training with Alexa? You can learn how here: https://t.co/sNqLXZy1J4 Keep us posted! ^LB"
25,Hey what is going on with your provider ? I’ve ordered 5 things and 4 of them have been delayed. Ordered a Prime on 3 of them. On is now 7 days late...should have just bought it at the store,delivery_or_delay,5,0.2157,1,Hey what's the calculation going on here?,@217814 That's strange. Could you please let us know which product are you purchasing? ^RB
123,It says in stock,product_or_service_info,1,0.414,2,Yes 4 instockbon first buy 3 instock on second by now two in stock,@202266 Sorry to hear this - which Website (.com / .co.uk / .in / etc) are these Warehouse deals on ?  ^TD
123,It says in stock,product_or_service_info,2,0.3928,2,says in stock but doesn't show buy option. What is this?,"@181903 The product was available in the lightening deal, as the deal has been 100% claimed, the ""add to cart"" option isn't available. ^EM"
123,It says in stock,product_or_service_info,3,0.3745,0,When will iPhone X will be back in stock?,@129576 on the product page and you'll receive an email once the item is back in stock. 2/2 ^HD
123,It says in stock,product_or_service_info,4,0.3542,0,It's says China post,@213985 Thank you for the info! Please reach out to the seller for avail options here: https://t.co/HD9e6J6NFv ^JM
123,It says in stock,product_or_service_info,5,0.3482,2,"They aren’t in stock when you are letting people order the, still as they say in stock on website? Lying thieves is why","@190939 I'm sorry you haven't received the items you ordered! To confirm, have we missed the e-mailed delivery date? If so, have (1/2) ^MV"
196,Morrissey presale allowing buying 2 tickets for 2 venues(altho email said 1 venue only).Will 2nd order be ok or cancelled?,booking_or_travel,1,0.2645,1,Trying to buy Morrissey tickets for Brighton & being told I've exceeded number of tickets! I haven't!,@122007 Hi Daniel. Please use this link to contact us: https://t.co/JzP7hlA23B and we'll look into this for you. ^RL
196,Morrissey presale allowing buying 2 tickets for 2 venues(altho email said 1 venue only).Will 2nd order be ok or cancelled?,booking_or_travel,2,0.2602,1,are brighton tickets available today for the morrissey presale? they aren’t on the website and i got worried,"@120463 Pls reach out here so we can check this for you 
https://t.co/lnp3A1Qpxe ^KM"
196,Morrissey presale allowing buying 2 tickets for 2 venues(altho email said 1 venue only).Will 2nd order be ok or cancelled?,booking_or_travel,3,0.2502,1,when are Robert Plant tickets for Birmingham being dispatched?,"@132997 Hello, Curtis! This resource may help you determine when you will receive your tickets: https://t.co/hlVkiNgMdB ^SA"
196,Morrissey presale allowing buying 2 tickets for 2 venues(altho email said 1 venue only).Will 2nd order be ok or cancelled?,booking_or_travel,4,0.2258,1,"The email says “PRE-SALE AVAILABLE NOW FOR UK & IRELAND TOUR” no option to purchase tickets for Ireland, help? #Morrissey","@122099 Hi, please get in touch with us here: https://t.co/oGDklGgbCZ &amp; we'll check the details. ^TS"
196,Morrissey presale allowing buying 2 tickets for 2 venues(altho email said 1 venue only).Will 2nd order be ok or cancelled?,booking_or_travel,5,0.2203,1,trying to buy 2 tickets for RAH 'You have exceeded the maximum allowed number of tickets for this event' ???,"@122011 Hi, sorry to see this. Please use this link to contact us: https://t.co/JzP7hlA23B and we'll look into this for you. ^RL"
30,It has been refunded now to my amazon account,refund_or_compensation,1,0.367,1,my amazon account got hacked wtf,@176520 Oh no! Lets see what we can do to help. What issues are you encountering with your account exactly? Can you log in? ^JD
30,It has been refunded now to my amazon account,refund_or_compensation,2,0.3021,1,help me.to get my amazon account pay balacne defreezed..its a request😖😖,@151169 I'm sorry to know about the situation with your Amazon Pay balance. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
30,It has been refunded now to my amazon account,refund_or_compensation,3,0.284,1,It says it has been dispatched.,"@139998 Ok, Keep an eye on the emails and keep us in the loop ^DJ"
30,It has been refunded now to my amazon account,refund_or_compensation,4,0.2681,2,For both orders are just in my banks holding account neither has been refunded any reason why? Many thanks 2/2,@184862 Thanks for reaching out! Have the orders already dispatched? You can check here:https://t.co/aaDyEz1VgE Let us know! ^SA
30,It has been refunded now to my amazon account,refund_or_compensation,5,0.2679,1,Then u can track my amazon account,"@172009 As informed earlier, you must have received a correspondence from us. Please revert to it for any further issues. ^YP"
20,I ordered an Apple Ipad whose delivery date was yesterday (Oct 4). I haven't received it yet and customer care just wastes my time☹️,delivery_or_delay,1,0.3481,1,Order# 402-5026637-6166703 Haven't received this yet. Customer Care just wastes time. Where is the customer obsession?,@171325 Sorry about that. We'd like to help you in getting this resolved. Please share your details here: https://t.co/GIJyeYqKE0. ^MP
20,I ordered an Apple Ipad whose delivery date was yesterday (Oct 4). I haven't received it yet and customer care just wastes my time☹️,delivery_or_delay,2,0.3053,1,Original promised delivery date was yesterday to this Friday.,@118084 Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you! ^TR
20,I ordered an Apple Ipad whose delivery date was yesterday (Oct 4). I haven't received it yet and customer care just wastes my time☹️,delivery_or_delay,3,0.2935,1,"The estimated delivery date was yesterday, 21st November",@220509 Sorry to hear your order is delayed. Has there been any update to the tracking?: https://t.co/aaDyEzjw8c ^ES
20,I ordered an Apple Ipad whose delivery date was yesterday (Oct 4). I haven't received it yet and customer care just wastes my time☹️,delivery_or_delay,4,0.2763,1,... Two of my ordered products shows delivered.. but I haven't received it yet... And irony is .. I am a prime member too.. bravo.,@215947 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
20,I ordered an Apple Ipad whose delivery date was yesterday (Oct 4). I haven't received it yet and customer care just wastes my time☹️,delivery_or_delay,5,0.247,1,"If my product is in high priority, then why i haven't received it yet.","@216413 here: https://t.co/beaaDm0muc, we'll get back to you soon. 2/2^AP"
144,Was told I can’t get the price adjustment. I received the item 10 days ago. They offered me a slight discount. Bought the item for $299.99 saw it was marked down to $229.99. Simply asked for a price adjustment and they said I can only return it and buy a new one to get the price.,product_or_service_info,1,0.202,1,"When you buy something on Amazon and the price goes down within 30 days, you can email and they will refund how much the price went down.","@215525 offer you the lowest price, may result in fluctuations in our prices over time. (2/2) ^GK"
144,Was told I can’t get the price adjustment. I received the item 10 days ago. They offered me a slight discount. Bought the item for $299.99 saw it was marked down to $229.99. Simply asked for a price adjustment and they said I can only return it and buy a new one to get the price.,product_or_service_info,2,0.2012,1,"bought a headphone two days back, now the price has come down due to Citi Bank credit card, is there a I can get the discount?","@175175 I'm sorry Vaibhav, as the order is already placed we cannot provide any discount. I hope you understand. ^HN"
144,Was told I can’t get the price adjustment. I received the item 10 days ago. They offered me a slight discount. Bought the item for $299.99 saw it was marked down to $229.99. Simply asked for a price adjustment and they said I can only return it and buy a new one to get the price.,product_or_service_info,3,0.1876,1,"I bought an Amazon fire tablet a few days ago for £80, the price is now £50. Are you doing the same deal as and honouring reduced prices? If not i’ll return it and get one elsewhere.","@146691 Hello, we are unable to provide any price match. If you wish to return the item, you can visit the returns center here:http:https://t.co/5RcjVPJgUP ^CR"
144,Was told I can’t get the price adjustment. I received the item 10 days ago. They offered me a slight discount. Bought the item for $299.99 saw it was marked down to $229.99. Simply asked for a price adjustment and they said I can only return it and buy a new one to get the price.,product_or_service_info,4,0.1871,1,I can’t return it because the item wasn’t delivered like it said it was...,@190940 Please contact here for help:  https://t.co/hApLpMlfHN ^AT
144,Was told I can’t get the price adjustment. I received the item 10 days ago. They offered me a slight discount. Bought the item for $299.99 saw it was marked down to $229.99. Simply asked for a price adjustment and they said I can only return it and buy a new one to get the price.,product_or_service_info,5,0.1838,1,"Huh, Amazon Logistics just delivered the item they said they delivered two days ago.",@150006 I very glad to hear your order has now arrived Chris. You have a lovely weekend:)^GA
87,How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,technical_issue,1,0.2619,1,Updated your Kindle app and now it crashes on startup. ios 10.3 3 iphone SE,@190943 I'm sorry for the trouble loading. Is your device up to date? ^RR
87,How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,technical_issue,2,0.2342,1,how do I cancel a Kindle purchase?,"@165788 For instructions on how to cancel a Kindle purchase, please see here: https://t.co/3kgtHiseIR ^CO"
87,How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,technical_issue,3,0.2334,1,How do you get this offer with the ios Amazon app?,"@142965 When you click on the picture of the original tweet, it should take you to the offer page. Please let us know! ^TR"
87,How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,technical_issue,4,0.2262,0,why is purchasing books with kindle app on iPhone not possible? Kindle app works great but is only half useful.,@214555 Currently you can only purchase through your phone's mobile browser: https://t.co/jgom0Yu4Aq. I'm sorry for the inconvenience.^CL
87,How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,technical_issue,5,0.2212,1,"your ""we thought you would like this black friday offer"" and similar push notifications - can I get rid of them without having to disable all notifications or uninstall the app?","@220532 Hey, you can find more info on how to manage notifications here: https://t.co/iflgegRVAz ^MA"
